지점,일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%)
119,2019-04-23,19.1,13,25.7,0,1.3,65.4
119,2019-04-24,18.2,14.7,25.9,12.9,1.5,81
119,2019-04-25,13.9,8.7,17.5,5.8,2.4,86.3
119,2019-04-26,8.7,7.2,11.6,1.9,1.6,88.1
119,2019-04-27,11.4,3.2,18.5,,1.6,65.9
119,2019-04-28,12.1,8.2,16.8,0,1.2,66.9
119,2019-04-29,12,7.5,16.1,.6,.9,77
119,2019-04-30,14.7,7.3,23.1,,1.6,67.6
119,2019-05-01,14.3,9.2,21.1,,2,70.9
119,2019-05-02,15,7.2,25.3,,1.8,55.1
119,2019-05-03,16.3,7.2,26.9,,1.4,53.1
119,2019-05-04,17.2,9.5,26.9,,1.3,58
119,2019-05-05,18.1,10.6,27.5,,1.6,52.1
119,2019-05-06,13.5,8.6,20,0,3.2,44
119,2019-05-07,14.1,6.7,22.5,,2,50.8
119,2019-05-08,14.7,7.4,22.7,,2.1,57.9
119,2019-05-09,15.7,10.4,23,,1.9,56.3
119,2019-05-10,16.2,7.7,26.6,,1.5,63.9
119,2019-05-11,17.7,10,27,,1.3,54
119,2019-05-12,19.3,10.6,28.8,,1.4,49.8
119,2019-05-13,18,13,24.8,0,1.4,58.6
119,2019-05-14,19.2,12.6,27.2,,1.4,63.3
119,2019-05-15,19.9,13.7,27.9,,1.4,66.6
119,2019-05-16,22.3,15,30.5,,1.4,58.9
119,2019-05-17,22.5,15.5,28.4,,1.1,58.6
119,2019-05-18,21.4,18.1,25,0,3.7,60.5
119,2019-05-19,19.3,17.4,21.6,16.5,2.4,95.8
119,2019-05-20,15.7,10.7,19.5,2.2,3.6,72.5
119,2019-05-21,16.7,9.4,24.2,,2.6,65.6
119,2019-05-22,19.4,10.7,27.4,,2.3,57.1
119,2019-05-23,20.7,12.4,29.9,,1.4,61.1
119,2019-05-24,23.1,14.6,32.6,,1.6,63
119,2019-05-25,23,16.9,30.2,,1.5,57.3
119,2019-05-26,23.8,16.9,31.2,,1.6,51.6
119,2019-05-27,17.4,14.4,22.9,8,3.2,88.4
119,2019-05-28,18,11,24.6,,2.4,53.6
119,2019-05-29,19,11.8,27.1,,2.2,59
119,2019-05-30,19.3,12.3,26.8,0,2.3,60.1
119,2019-05-31,18.9,14.4,24.2,,2.4,59.9
119,2019-06-01,17.9,12.6,24.6,,1.5,71.6
119,2019-06-02,20.5,12.4,28.1,,1.4,55.4
119,2019-06-03,22.3,14.1,28.8,,1.6,55.8
119,2019-06-04,21.8,16,29.3,,2.1,66.6
119,2019-06-05,21.6,17.9,29.2,,1.7,76.5
119,2019-06-06,21.2,16.8,26.3,10.7,1.7,83.9
119,2019-06-07,19.9,17.1,24.5,38.7,2.7,82
119,2019-06-08,21.7,15.2,28.4,,1.5,69
119,2019-06-09,21.7,17.4,27.1,1.2,1.9,74.5
119,2019-06-10,19.5,16,23.9,10.1,2.7,73.6
119,2019-06-11,20.5,15.9,26.3,,1.9,60.4
119,2019-06-12,20.6,14.6,26.2,,1.7,73.4
119,2019-06-13,22.5,15.1,29.3,,1.6,64.3
119,2019-06-14,22.4,17.7,28.5,,1.5,67.5
119,2019-06-15,21.6,17.1,26.8,.3,2.3,73
119,2019-06-16,20.9,15.3,28.4,,1.5,69.8
119,2019-06-17,21,17.2,26.5,.2,1.9,72.1
119,2019-06-18,21.1,17.9,25.2,2.2,1.7,81.8
119,2019-06-19,21.9,18.8,27,.5,1.5,82.1
119,2019-06-20,22.6,19.5,28.7,,1.9,78.3
119,2019-06-21,22.5,18.7,27.2,,1.9,79.1
119,2019-06-22,24.2,18.1,31,,2,53.5
119,2019-06-23,24.2,17.1,30.8,0,2.2,50.3
119,2019-06-24,24.2,19.2,30.7,,2,58.5
119,2019-06-25,25,17.2,32.7,,1.5,58.6
119,2019-06-26,24.3,19.4,28,.2,1.9,67.3
119,2019-06-27,25,21.1,29.7,.1,1.6,78.3
119,2019-06-28,24,21.1,29.8,.7,1.5,80
119,2019-06-29,22.9,20,26,3.9,1.4,85.6
119,2019-06-30,23.5,19.7,28,0,1.8,84.6
119,2019-07-01,23.2,19.6,29,,2,76.1
119,2019-07-02,23.9,19.7,30.2,,2.1,75.3
119,2019-07-03,23.9,19.9,28.8,0,1.5,78
119,2019-07-04,24.1,18.4,31.6,,1.7,74.5
119,2019-07-05,26.8,19.3,35,,1.5,62.6
119,2019-07-06,28.6,20.3,35.1,,2.4,48.6
119,2019-07-07,27,23.6,31.9,,3.4,49.3
119,2019-07-08,25.2,21.3,30,0,2.9,53.1
119,2019-07-09,25.3,20.6,30.4,,2.8,54.4
119,2019-07-10,22.5,19.2,26.5,12.1,3,72.1
119,2019-07-11,22.1,19.6,26.8,.1,2,86.5
119,2019-07-12,23.8,19.7,28.3,,2,77.3
119,2019-07-13,23.6,20.9,28.1,2.3,1.6,84.9
119,2019-07-14,25,20.6,31.2,,1.7,79
119,2019-07-15,23.9,21.4,27.2,1.5,1.2,88.1
119,2019-07-16,25.1,21.5,29.5,,1.6,81.5
119,2019-07-17,26.1,22,30.6,0,1.1,78.3
119,2019-07-18,27,23.2,32.3,,1.4,71.8
119,2019-07-19,28.3,22.1,33.8,.1,2.3,72.6
119,2019-07-20,28.4,25.6,32.2,.7,4.8,71.5
119,2019-07-21,25.1,23.7,28,13.6,2.1,94.1
119,2019-07-22,27,24.3,,,,80.8
119,2019-07-23,28.3,,,,,76.9
119,2019-07-24,26.5,24.7,27.7,1.1,1.4,88.5
119,2019-07-25,26.2,25.5,27.3,14,1.3,94.9
119,2019-07-26,25.8,24.7,28.5,108,1.8,94.3
119,2019-07-27,28.3,24.5,33.2,1,1.5,83.9
119,2019-07-28,26.4,24.8,28,25.6,2,89.9
119,2019-07-29,28,25.6,31.2,,2.5,80.3
119,2019-07-30,28.7,26.6,31.5,0,3.5,79.4
119,2019-07-31,26.9,23.8,28.8,10.8,2.5,89.4
119,2019-08-01,27.7,25.1,31.9,3.8,1.9,85.8
119,2019-08-02,28.4,24.5,33.9,,1.3,78.3
119,2019-08-03,29.1,24.6,35.5,0,1.2,74.6
119,2019-08-04,28.8,24.7,34,,1.4,74.3
119,2019-08-05,30.4,24.9,36.2,,1,69.6
119,2019-08-06,31.7,27.9,36.5,,2,57.1
119,2019-08-07,27.5,24,32.7,4.7,1.6,78.3
119,2019-08-08,28.4,24.9,33.2,,1.3,74.9
119,2019-08-09,29,25.1,34.1,,1.6,70.9
119,2019-08-10,30.9,25.6,36.3,,2.5,60.3
119,2019-08-11,30,25.5,35.3,4.8,4.9,49.6
119,2019-08-12,26.8,24.7,29,46.7,2,78.1
119,2019-08-13,29.1,25,34.7,.4,1.5,68.9
119,2019-08-14,30.1,25.5,35.2,0,1.7,61.8
119,2019-08-15,25.6,23.8,29.8,29.1,1.7,73
119,2019-08-16,25.7,23.4,29.5,1,2.2,75.5
119,2019-08-17,24.8,21.3,27.6,6.6,1.9,79.3
131,2017-01-01,3.4,-1.1,9.1,,.7,74.1
131,2017-01-02,5.5,1.2,11.3,0,1.1,71.1
131,2017-01-03,3.9,.6,8.7,,1.3,66
131,2017-01-04,4.6,.4,10.2,,1,57.6
131,2017-01-05,4.7,-.5,9.3,,2,58
131,2017-01-06,6.6,2.8,11.3,,1.2,54.8
131,2017-01-07,4.1,-1,9,,.9,67.1
131,2017-01-08,7.4,3.1,12.8,0,1.3,59
131,2017-01-09,3.6,0,6.4,0,2.1,57.4
131,2017-01-10,-1.1,-3.5,2.4,,2,54.9
131,2017-01-11,-3.1,-7.2,1.5,,1.8,49.3
131,2017-01-12,-1.5,-3.4,1.9,.1,1.3,65.1
131,2017-01-13,-3.9,-7,-1.2,0,1.6,53.3
131,2017-01-14,-6.4,-8,-4.1,,2.5,35.6
131,2017-01-15,-5.8,-11,-.9,,1.3,39.9
131,2017-01-16,-4.3,-10.2,2.4,,.9,49.1
131,2017-01-17,-2.8,-8.5,3.1,,.8,51.3
131,2017-01-18,0,-4.1,4.2,,.8,62
131,2017-01-19,-1,-4.2,4.4,0,1,72.3
131,2017-01-20,-2.7,-4.5,-.9,1.9,1.9,71.4
131,2017-01-21,-2.8,-7.3,1.4,.7,1.4,72.6
131,2017-01-22,-5.8,-7.9,-1.6,.7,2.3,66.6
131,2017-01-23,-7,-10.2,-3.2,,1.4,57.9
131,2017-01-24,-5.3,-11.1,-.3,,1.3,58.1
131,2017-01-25,-4.5,-10.9,1.3,,1.1,58.1
131,2017-01-26,-1.9,-9.6,4.1,,1,57.6
131,2017-01-27,-.7,-4.4,4.1,2.1,2.3,49.4
131,2017-01-28,-1,-7.6,5.3,,1,47.8
131,2017-01-29,1.3,.1,2.9,6.2,1,72.1
131,2017-01-30,-3.2,-6.8,.4,.3,2.4,64.9
131,2017-01-31,-4.7,-9.7,.5,,1.1,55.5
131,2017-02-01,-2.7,-6.2,1.8,,1.6,45
131,2017-02-02,-1.8,-7.7,3.6,,1.4,44.3
131,2017-02-03,2.2,-1.1,7.4,,1.2,55.4
131,2017-02-04,1.8,-3.5,6.4,,1,60.3
131,2017-02-05,2.7,1.2,5.1,0,1.5,65
131,2017-02-06,-.5,-2.3,2.2,,2.1,52
131,2017-02-07,-.5,-5.3,4.1,,1.2,50.5
131,2017-02-08,-.5,-4.2,3.4,,1.2,53.1
131,2017-02-09,-3.7,-5.8,-.9,0,2.5,51.1
131,2017-02-10,-5.6,-7.6,-2.7,2.3,2.4,55.6
131,2017-02-11,-3.8,-7.5,.8,,1.8,49.4
131,2017-02-12,-.8,-5,4.3,,1.5,53
131,2017-02-13,.1,-5.4,5.6,3.1,1.1,70.5
131,2017-02-14,1.4,-2.4,6.2,,1.2,52.6
131,2017-02-15,1.8,-5.1,8.9,,.8,48.3
131,2017-02-16,6.3,-2.7,13.8,0,1,60
131,2017-02-17,2.8,-2.5,10.7,1.5,2.5,60.4
131,2017-02-18,-1.2,-5.8,4.1,,2,38
131,2017-02-19,3,-4.8,8.8,6.5,1.4,54
131,2017-02-20,.4,-3.8,6.1,8.6,2.6,59.4
131,2017-02-21,.5,-5.9,7.7,,1,44
131,2017-02-22,2.4,.7,3.4,16.7,1.4,76.5
131,2017-02-23,-.1,-2.7,3.5,,2.8,53.3
131,2017-02-24,.3,-4.8,4.9,,1.6,46.4
131,2017-02-25,3.6,-2.1,9.6,,1.3,43.9
131,2017-02-26,4.3,.5,9.6,,1.2,48.8
131,2017-02-27,4.1,-2.4,10.6,,1,44.4
131,2017-02-28,5.4,-2.2,12.8,,.8,41.6
131,2017-03-01,5.9,1.7,11.5,0,1.2,50.9
131,2017-03-02,2.5,-.6,6.7,3.1,2.1,62
131,2017-03-03,4.2,-2.5,11.6,,1.3,45.8
131,2017-03-04,5.9,-.8,13.4,,1,47.6
131,2017-03-05,6.4,.2,13.5,0,1.1,57.9
131,2017-03-06,1.5,-.8,5.9,0,2.7,41.1
131,2017-03-07,-1,-2.6,2.2,.4,2.6,51.1
131,2017-03-08,.9,-3.6,6.1,0,2,51.1
131,2017-03-09,4.6,-1.1,11.4,,2.4,47.8
131,2017-03-10,6,-.3,12.9,,1.6,35
131,2017-03-11,7.4,-1,16.4,,.9,35
131,2017-03-12,8.9,1.2,16.2,,1.1,43.4
131,2017-03-13,7.5,2.9,13.6,,1.7,49.6
131,2017-03-14,5.9,1.8,11,,1.8,43.9
131,2017-03-15,6,-.3,12.5,,1.1,38.5
131,2017-03-16,6.6,-.2,13.9,,1.3,38.3
131,2017-03-17,8.2,.3,16.1,,1.2,33.9
131,2017-03-18,9.6,4.4,17.4,,1.3,27.4
131,2017-03-19,10,1.4,18.5,,.9,32
131,2017-03-20,9.9,3.8,14.8,0,1.2,42
131,2017-03-21,8.3,5.6,11.6,0,2,42.4
131,2017-03-22,8.1,2.1,14.5,,1.5,32.9
131,2017-03-23,9.4,5,15.6,,1.5,31
131,2017-03-24,9,2.5,14.7,,1.2,38.8
131,2017-03-25,7.7,6.6,9.8,.8,2.2,58.9
131,2017-03-26,7,5,10.8,0,1.4,49.6
131,2017-03-27,6.8,4.6,11.7,0,1.8,57.5
131,2017-03-28,7.8,.9,14.1,,1.4,51.6
131,2017-03-29,9.7,4.6,16.4,,1.5,45.5
131,2017-03-30,10.8,2.9,18.8,,1.3,41.4
131,2017-03-31,9.9,7.7,13,4.6,1.9,69.8
131,2017-04-01,8.5,5.4,13.9,.2,1.6,64.4
131,2017-04-02,9.2,2.2,16.2,,1.6,47.1
131,2017-04-03,12.5,4.1,21.1,,1.6,36.4
131,2017-04-04,14.7,5.6,23.5,,1.2,30
131,2017-04-05,13.7,11.5,16.3,10.8,1.7,58.3
131,2017-04-06,13.7,10.8,17.9,13.9,1.9,80.9
131,2017-04-07,15.9,9.7,25,,1.4,57.6
131,2017-04-08,15.3,10,23.7,,1.5,58.5
131,2017-04-09,14.1,11.3,18.9,,2.3,51.5
131,2017-04-10,15.5,11,21.7,,3.1,22.6
131,2017-04-11,12.7,7.7,19,16.1,2,56
131,2017-04-12,12.4,8.3,16.9,,2.2,16.8
131,2017-04-13,13.3,6.5,20.8,,1.9,39.4
131,2017-04-14,15.3,9.6,20.5,0,2.6,46.3
131,2017-04-15,18.8,11.5,26.3,,1.5,45.3
131,2017-04-16,20.4,11.9,29.1,,1.1,38.4
131,2017-04-17,14.4,12.1,18.8,19.3,1.6,70.1
131,2017-04-18,13.5,9.8,22,1.4,2.3,70.4
131,2017-04-19,13.6,7.7,19.7,,1.9,38.6
131,2017-04-20,12.2,9.9,15.4,0,1.3,52
131,2017-04-21,13.3,6.5,20.1,,1.5,54
131,2017-04-22,14.9,8.8,21.1,,1.4,42
131,2017-04-23,15.9,8.4,23.4,,1.5,32.5
131,2017-04-24,16,8.2,24.5,,1.6,35.6
131,2017-04-25,17.2,11,23.6,,1.8,46.6
131,2017-04-26,15.7,11.5,20.7,0,2.2,35.4
131,2017-04-27,14.2,8.5,20.6,,2.2,35.5
131,2017-04-28,15.8,8.8,24.1,,2.5,44.6
131,2017-04-29,18,10.6,25.7,,1.9,42.6
131,2017-04-30,20.4,14.2,28.1,,2.2,44.3
131,2017-05-01,20.3,13.1,28.3,,1.5,46.5
131,2017-05-02,20.7,14.1,28.2,,1.6,31.6
131,2017-05-03,21.5,12.1,30,,1.2,36.9
131,2017-05-04,21,13.9,28.5,0,1.5,44.4
131,2017-05-05,22,18.3,28.5,0,1.8,47.8
131,2017-05-06,16.6,12.4,23.2,,2.6,29.9
131,2017-05-07,17.7,11.1,25.2,,2.2,36.5
131,2017-05-08,18.6,12.2,23.6,,1.5,42.4
131,2017-05-09,16.3,14,21.7,3.7,2.4,62.3
131,2017-05-10,16.4,13.9,20.9,1.8,1.6,76.9
131,2017-05-11,19.1,13.9,25.6,0,1.2,66.1
131,2017-05-12,20.5,17,24.9,0,1.6,62.4
131,2017-05-13,18.1,13.5,25.8,.5,1.9,67.6
131,2017-05-14,16.3,11.6,22.1,,2.6,46.5
131,2017-05-15,16.6,10.9,22.9,,2.4,50.9
131,2017-05-16,17.3,12.6,22.9,,1.7,56.3
131,2017-05-17,19.4,12.4,25.8,,1.5,46.3
131,2017-05-18,21,13.6,27.7,,1.4,42.6
131,2017-05-19,22,15,30.4,,1.6,37.6
131,2017-05-20,21,14.1,27.7,,1.5,36.3
131,2017-05-21,21.7,15.5,28.3,,1.5,40.4
131,2017-05-22,22.5,15.5,29.3,,1.4,43.6
131,2017-05-23,21.5,16.3,26.1,0,1.4,52
131,2017-05-24,20.7,16.8,27,5.9,1.4,67.5
131,2017-05-25,19.9,15.3,28.3,,2.5,50.9
131,2017-05-26,17.1,12.4,21.8,,2,37.4
131,2017-05-27,19.4,12.6,26.5,,1.7,43.8
131,2017-05-28,21.7,14.2,29.7,,2,44.4
131,2017-05-29,24.4,18.3,33.1,,1.9,46.8
131,2017-05-30,24.2,18.2,30.1,,1.5,44.5
131,2017-05-31,23.1,18.7,28.5,,1.5,53
131,2017-06-01,22.9,18.8,28.5,0,2.2,52
131,2017-06-02,20.4,15.1,26.4,0,1.9,37.3
131,2017-06-03,20.4,16.6,25.4,,2.1,36.5
131,2017-06-04,21.1,14,27.9,,1.8,35.1
131,2017-06-05,23,15.8,29.6,,1.8,29.4
131,2017-06-06,18.7,15.9,22.4,6.9,2.5,56.6
131,2017-06-07,18.1,16.2,19.8,2.2,1.7,90.6
131,2017-06-08,20.5,16.1,27.4,,1.6,62.6
131,2017-06-09,22.1,16.2,29.1,,2.3,58.3
131,2017-06-10,23,20.2,27.8,,1.9,52.5
131,2017-06-11,22.7,15.5,30,,1.8,34.1
131,2017-06-12,22.1,17.7,27.2,,2.3,39.3
131,2017-06-13,21.2,18,26.6,,2.1,51.4
131,2017-06-14,22,16.5,28,,1.7,54.5
131,2017-06-15,23.8,16.9,31.6,,1.8,48.8
131,2017-06-16,25.7,19.5,33.2,,1.8,43.4
131,2017-06-17,25,19.1,32.1,,1.6,35.4
131,2017-06-18,25.2,18.4,32.9,,1.6,37.5
131,2017-06-19,25.9,18.7,33.2,,1.5,43.3
131,2017-06-20,26.2,20.4,31.8,,1.5,40
131,2017-06-21,25.2,21,31.2,0,1.7,47.5
131,2017-06-22,25,19.5,31.7,,1.6,53.6
131,2017-06-23,26.9,20.3,34.9,,1.6,45.6
131,2017-06-24,24,20.2,30.4,3.1,1.4,61.6
131,2017-06-25,23.9,19.7,29.8,0,1.6,70.8
131,2017-06-26,24.2,21.2,28.8,0,2.3,65.8
131,2017-06-27,24.8,21.3,29.3,.9,1.8,66.3
131,2017-06-28,25.5,21.6,32.2,4.4,1.4,69
131,2017-06-29,26.6,21.9,32.2,,1.5,58.4
131,2017-06-30,26.6,22.8,32.9,,1.5,57.6
131,2017-07-01,24.3,21.9,25.9,16.7,1.1,85.6
131,2017-07-02,26.4,24.5,30.3,7,1.9,85.9
131,2017-07-03,25.2,23.6,28.6,134.4,1.9,95.6
131,2017-07-04,26.1,24,31.5,30,1.4,85
131,2017-07-05,28.1,24.2,33.6,,1.2,67.1
131,2017-07-06,26.6,23.1,33.9,26.4,1.2,77.5
131,2017-07-07,27,23.6,30.2,1.1,1.6,78.6
131,2017-07-08,26,23.3,28.7,31.5,1.7,83.4
131,2017-07-09,27.4,23.5,33.5,31.7,1.3,77.3
131,2017-07-10,26,24.3,29,47.4,1.6,93.6
131,2017-07-11,26.8,23.5,32.1,4.5,1.8,79.9
131,2017-07-12,27.9,24.8,32.5,,1.5,71.9
131,2017-07-13,28,23.9,33.4,,1.4,69.9
131,2017-07-14,28.3,25.4,34.2,5.4,1.8,65.5
131,2017-07-15,25.9,23.6,29.3,12.1,2.1,79
131,2017-07-16,25.2,22.5,27.3,290.2,1.4,91.6
131,2017-07-17,25.9,23.8,29.7,.8,1.3,84.8
131,2017-07-18,26.4,23,30.6,0,1.3,78.8
131,2017-07-19,28,24.7,32.7,,1.5,70.4
131,2017-07-20,29.5,25.4,34.3,,1.4,67.5
131,2017-07-21,30.1,26.9,34.4,,1.8,64.4
131,2017-07-22,29.5,27.5,33.3,,1.6,69.3
131,2017-07-23,27.5,25.7,29.2,3.8,1.5,81
131,2017-07-24,27.2,25.3,31.1,33,1.3,88.6
131,2017-07-25,28.3,25.6,33.3,21.3,1.9,73.1
131,2017-07-26,27.8,24.1,32.1,,2.8,52.6
131,2017-07-27,27.8,23.1,33.4,,1.5,51.9
131,2017-07-28,27.2,24.9,30.9,50.9,1.6,77
131,2017-07-29,26.4,24.6,30.5,1.8,2.2,73.8
131,2017-07-30,28.1,23.8,32.6,0,1.5,65.5
131,2017-07-31,24.5,22.4,27.4,39.1,1.4,89.9
131,2017-08-01,27.2,22.8,32.6,3.6,1.3,74.9
131,2017-08-02,29.3,25.3,33.7,,1.4,68.5
131,2017-08-03,28.7,25.2,32.5,,2.8,57.3
131,2017-08-04,30,24.4,35.5,,1.4,59.9
131,2017-08-05,31.8,26.8,36.7,,1.7,57.9
131,2017-08-06,31.2,28.1,35.8,,1.8,59.9
131,2017-08-07,29.4,25.8,34.2,,1.8,59.3
131,2017-08-08,28.2,24.5,32.4,0,1.4,62.6
131,2017-08-09,24.1,22.2,27.5,38.5,2.1,85.9
131,2017-08-10,26.1,23.9,31,1.5,1.3,83.3
131,2017-08-11,27.3,23.8,32.3,0,1.5,69.9
131,2017-08-12,27.2,23.1,30.9,,1.8,62.6
131,2017-08-13,25.4,23.5,27.2,0,2.6,61.5
131,2017-08-14,23.1,21.6,26,35,1.5,84.5
131,2017-08-15,23.2,21.7,24.8,14.3,1.4,89.6
131,2017-08-16,25.4,22.5,30.4,14,1.3,82.3
131,2017-08-17,25.8,22.5,32,2.1,1.4,76
131,2017-08-18,26.2,23.7,30.2,.7,1.3,74.6
131,2017-08-19,26,22.9,30.5,1.9,1.2,74.3
131,2017-08-20,26.2,23.4,29.9,4.9,2.4,73
131,2017-08-21,25.1,23,29.5,39.8,1.6,89.3
131,2017-08-22,28.1,24.3,32.7,.1,1.3,75.3
131,2017-08-23,29.1,25.5,32.9,9.2,1.9,74.3
131,2017-08-24,27.4,24.4,30.7,33.9,2.2,80.6
131,2017-08-25,26.2,22.9,31.6,,1.5,61.9
131,2017-08-26,24.3,20.1,29.6,,1.7,50.5
131,2017-08-27,23.2,18.6,29.9,,1.3,58.9
131,2017-08-28,24.1,20.6,28,25.7,1.6,73.5
131,2017-08-29,20.8,18.3,24.5,,2,55.9
131,2017-08-30,18.6,16.8,21.4,0,1.4,53.5
131,2017-08-31,21.6,17.2,27,,1.7,60.3
131,2017-09-01,22.3,16.3,28,,1.7,52.3
131,2017-09-02,22.3,17.1,27.5,,1.5,54.3
131,2017-09-03,22.8,16.4,28.6,,1.3,54.1
131,2017-09-04,23.3,17.6,29,,1.7,50.8
131,2017-09-05,21.7,19.1,24.2,1.7,1.3,70.3
131,2017-09-06,21,18.9,22.8,2.6,1.3,78.8
131,2017-09-07,22.4,18.2,27.7,,1.3,69
131,2017-09-08,23.5,19.8,28.7,,1.1,66.1
131,2017-09-09,22.7,18,28.5,,1,72.3
131,2017-09-10,22.7,19.3,27.1,0,1.1,77.3
131,2017-09-11,20.7,17.5,23.4,32.9,1.9,82.6
131,2017-09-12,22.4,19.1,28.3,,1.4,65.5
131,2017-09-13,21.1,15.5,28,,1.3,52.8
131,2017-09-14,21.5,14.7,28,,1.4,58.5
131,2017-09-15,22,17.7,26.2,,3.4,49.4
131,2017-09-16,20.8,16.7,24.8,,3.3,54.9
131,2017-09-17,21.9,16.9,28.3,,2.5,59.6
131,2017-09-18,21.6,16.6,27.7,,1.3,64.6
131,2017-09-19,23,18.6,27.5,0,2,69.5
131,2017-09-20,20.2,16.5,24.6,6.2,1.9,48.5
131,2017-09-21,19.4,12.5,26.5,,1.2,58.3
131,2017-09-22,20.6,15,26.9,,1.2,60.3
131,2017-09-23,21,15.7,26.2,,1.1,72
131,2017-09-24,22.6,18.4,27.5,0,1.1,75
131,2017-09-25,23.3,19.6,29,,1.3,70.3
131,2017-09-26,23.8,18,29.3,0,1.5,57.5
131,2017-09-27,19.6,16.2,23,34.9,2.1,81
131,2017-09-28,20.2,15.7,24.7,,2,51.4
131,2017-09-29,16.8,12,22,,1.2,44.3
131,2017-09-30,18.6,11.5,25.7,,1.1,58.1
131,2017-10-01,16.6,14.7,19.5,5.9,1.5,76.1
131,2017-10-02,19.8,15.1,25.1,9.2,2,78.3
131,2017-10-03,18.2,15.4,23.1,,1.3,57
131,2017-10-04,17.8,13.2,23.3,,1.4,55.5
131,2017-10-05,18.4,14.1,21.7,,2.2,56.1
131,2017-10-06,16.6,14.5,19.2,.8,1.6,77.4
131,2017-10-07,20.3,16.7,25.3,,1.4,72.6
131,2017-10-08,21.9,17.6,27.5,,1,68.5
131,2017-10-09,22.4,18.3,28.1,,1,68.5
131,2017-10-10,22.2,18.3,26.2,0,1,74.4
131,2017-10-11,17.2,14,22.1,6.8,1.7,78.1
131,2017-10-12,12.6,10.5,14,.4,1.4,77.8
131,2017-10-13,11.6,5.6,17.8,,1.3,66.9
131,2017-10-14,14.1,8.5,19.5,,1.7,51.6
131,2017-10-15,15.3,10.1,20.7,,1.8,55.5
131,2017-10-16,16.2,13.5,20.8,,1.8,56.6
131,2017-10-17,16,10.1,22.7,,1.4,61.5
131,2017-10-18,16.8,15.5,19.3,,2.1,51.6
131,2017-10-19,16.2,11.3,20.7,,1.5,58.9
131,2017-10-20,16.5,11.3,22.5,,1.4,58.4
131,2017-10-21,16.2,10.8,22.9,,1.6,58.9
131,2017-10-22,15.6,9.6,22.9,,3,52.8
131,2017-10-23,13.4,10.1,18.1,,1.6,49.9
131,2017-10-24,13.2,8.5,18.7,,1.2,57.6
131,2017-10-25,13.2,7.5,20,,.9,62.6
131,2017-10-26,14.2,8.3,20.1,,.8,58
131,2017-10-27,15.5,12.1,21.8,,.9,55
131,2017-10-28,16.3,10.6,23.4,,1.4,61.1
131,2017-10-29,11.6,7.1,18,,2.1,57.8
131,2017-10-30,7.6,3.3,13.2,,1.5,33.8
131,2017-10-31,8.8,1.1,16,,.9,54.3
131,2017-11-01,13.5,8.2,19,,1.2,62.3
131,2017-11-02,14.2,11.4,18,,.8,71.4
131,2017-11-03,11.3,8,16.1,0,1.8,66
131,2017-11-04,8.1,4.5,13.6,,1.5,49.8
131,2017-11-05,7.4,1.4,14.3,,.8,63.9
131,2017-11-06,9,2,16.4,,.9,63.4
131,2017-11-07,13.3,5.9,19.5,0,.7,63.4
131,2017-11-08,13.5,8.3,18.3,0,1.5,58.6
131,2017-11-09,9.1,2.5,16.1,,.8,49.1
131,2017-11-10,10,3.1,17.8,3,2,61.5
131,2017-11-11,6.2,2.9,10.6,,1.7,47.1
131,2017-11-12,4.9,-1.1,11.6,,1,62.1
131,2017-11-13,7.1,1,12.3,0,1,61.3
131,2017-11-14,8.1,5,12.5,.2,1.7,54.1
131,2017-11-15,5.3,3.1,8.5,0,2,51.8
131,2017-11-16,2.7,-1.2,7.2,,1.7,42.9
131,2017-11-17,3.6,-2,7.5,.4,1.2,56.3
131,2017-11-18,-.3,-2.7,5.4,,2.8,44.4
131,2017-11-19,-.4,-4.6,3.7,,1.7,40.5
131,2017-11-20,3.3,-.9,7.7,0,1.4,53.6
131,2017-11-21,2,-2.7,8,0,.9,64.5
131,2017-11-22,3.9,-1.2,10.3,.1,1.4,61.5
131,2017-11-23,1.4,-1.5,4.9,0,1.5,61.1
131,2017-11-24,.6,-1.7,3,2.4,1.1,82.3
131,2017-11-25,5.3,-3.1,11,0,1.8,65.9
131,2017-11-26,6.6,1.6,10.8,7.6,1.6,73.4
131,2017-11-27,3.2,-2.2,9.1,,.8,71.4
131,2017-11-28,5.8,.6,12.2,,1,74.8
131,2017-11-29,5.5,1.4,8.9,,1.7,51.3
131,2017-11-30,-.4,-2.3,3.9,,2.3,34.5
131,2017-12-01,-.6,-5.3,3.6,,1.4,34.1
131,2017-12-02,1.8,-3.4,7.4,,.9,53
131,2017-12-03,3.9,-.7,8.6,0,.8,73.1
131,2017-12-04,1.2,-3.2,4.5,0,2.2,60.5
131,2017-12-05,-3,-6,.1,,1.9,42.6
131,2017-12-06,.3,-4.8,5.5,1.5,.9,80.3
131,2017-12-07,2.7,-1.7,6,1.3,1.5,67.1
131,2017-12-08,-2,-4.5,1,0,2,46.4
131,2017-12-09,1.1,-2.2,5.1,0,.9,57.9
131,2017-12-10,2.6,-.9,7.3,2,1.6,73.9
131,2017-12-11,-4.8,-8.1,-.1,0,2.4,61.4
131,2017-12-12,-6.9,-10.7,-3,,2,45.4
131,2017-12-13,-6.1,-9.6,-1.3,,1.5,43.9
131,2017-12-14,-5.3,-10.8,-.9,,1.1,52.5
131,2017-12-15,-1.6,-7.8,2.1,0,.9,47.8
